"iteration","A_time","A_Wind_median","A_Wind_bias","A_Wind_covered","A_Wind_power","A_Thermal_median","A_Thermal_bias","A_Thermal_covered","A_Thermal_power","A_MetaThermal_median","A_MetaThermal_bias","A_MetaThermal_covered","A_MetaThermal_power","B_time","B_MetaThermal_median","B_MetaThermal_bias","B_MetaThermal_covered","B_MetaThermal_power","E_MetaThermal_median","E_MetaThermal_bias","E_MetaThermal_covered","E_MetaThermal_power","E_note","E_time","F_MetaThermal_median","F_MetaThermal_bias","F_MetaThermal_covered","F_MetaThermal_power","F_note","F_time","D_note","D_time","G_time","H_true_pval","H_alt_pval","H_true_accepted","H_alt_rejected","H_correct","I_MetaThermal_median","I_MetaThermal_bias","I_MetaThermal_covered","I_MetaThermal_power","I_Wind_median","I_Wind_bias","I_Wind_covered","I_Wind_power","I_time","J_time"
33,132.694,-0.317,0.183,1,0,-0.658,0.142,1,1,0.528,-0.072,1,1,88.6059999999998,0.515,-0.085,1,1,0.515754647811168,-0.0842453521888324,1,1,"PIC: abundance aggregated to species mean (log+1 transformed). Site/survey hierarchy lost.",0.0790000000001783,0.871298284405554,0.271298284405554,0,1,"phylopath: abundance = log(mean_sp + 1). No survey/site hierarchy.",0.114000000000033,"piecewiseSEM: log(Abundance+1), no phylogeny, listwise deletion.",0.0349999999998545,0,1,1,1,0,0,0.514609930736215,-0.0853900692637853,1,1,-0.340177409014693,0.159822590985307,1,1,0.135999999999967,0
34,149.102,-0.495,0.005,1,1,-0.737,0.063,1,1,0.599,-0.001,1,1,90.619,0.56,-0.0399999999999999,1,1,0.483556186465104,-0.116443813534896,1,1,"PIC: abundance aggregated to species mean (log+1 transformed). Site/survey hierarchy lost.",0.140000000000015,0.83815732438756,0.23815732438756,0,1,"phylopath: abundance = log(mean_sp + 1). No survey/site hierarchy.",0.626000000000005,"piecewiseSEM: log(Abundance+1), no phylogeny, listwise deletion.",0.054000000000002,0,1,1,1,0,0,0.569203914760489,-0.0307960852395112,1,1,-0.542389627397853,-0.0423896273978528,1,1,0.218999999999994,0
35,127.297,-0.801,-0.301,1,1,-0.697,0.103,1,1,0.621,0.021,1,1,86.618,0.621,0.021,1,1,0.59672938695659,-0.00327061304341048,1,1,"PIC: abundance aggregated to species mean (log+1 transformed). Site/survey hierarchy lost.",0.05600000000004,0.878706945508548,0.278706945508548,0,1,"phylopath: abundance = log(mean_sp + 1). No survey/site hierarchy.",0.113,"piecewiseSEM: log(Abundance+1), no phylogeny, listwise deletion.",0.0519999999999641,0,1,1,1,0,0,0.625501009324612,0.0255010093246115,1,1,-0.878441938483082,-0.378441938483082,0,1,0.262,0.000999999999976353
36,127.893,-0.629,-0.129,1,1,-0.993,-0.193,1,1,0.685,0.0850000000000001,1,1,88.543,0.644,0.044,1,1,0.743627196746312,0.143627196746312,0,1,"PIC: abundance aggregated to species mean (log+1 transformed). Site/survey hierarchy lost.",0.0380000000000109,0.918265851967433,0.318265851967433,0,1,"phylopath: abundance = log(mean_sp + 1). No survey/site hierarchy.",0.137000000000057,"piecewiseSEM: log(Abundance+1), no phylogeny, listwise deletion.",0.0349999999999682,0,1,1,1,0,0,0.64244977085762,0.0424497708576199,1,1,-0.565525562643802,-0.0655255626438023,1,1,0.164999999999964,0
37,92.578,-0.562,-0.062,1,1,-0.745,0.055,1,1,0.494,-0.106,1,1,67.069,0.542,-0.0579999999999999,1,1,0.489447552216166,-0.110552447783834,1,1,"PIC: abundance aggregated to species mean (log+1 transformed). Site/survey hierarchy lost.",0.0359999999999445,0.827572183144221,0.227572183144221,0,1,"phylopath: abundance = log(mean_sp + 1). No survey/site hierarchy.",0.119000000000028,"piecewiseSEM: log(Abundance+1), no phylogeny, listwise deletion.",0.04099999999994,0,1,1,1,0,0,0.533777059718203,-0.0662229402817968,1,1,-0.580012920251508,-0.080012920251508,1,1,0.148000000000025,0
38,90.8449999999999,-0.557,-0.057,1,1,-0.899,-0.099,1,1,0.656,0.056,1,1,100.305,0.661,0.061,1,1,0.644035065574994,0.0440350655749945,1,1,"PIC: abundance aggregated to species mean (log+1 transformed). Site/survey hierarchy lost.",0.105999999999995,0.830725349374926,0.230725349374926,0,1,"phylopath: abundance = log(mean_sp + 1). No survey/site hierarchy.",0.200999999999794,"piecewiseSEM: log(Abundance+1), no phylogeny, listwise deletion.",0.0800000000001546,0,1,1,1,0,0,0.671805633383565,0.0718056333835649,1,1,-0.483299142168033,0.0167008578319668,1,1,0.235999999999876,0.000999999999976353
39,257.844,-0.542,-0.042,1,1,-0.951,-0.151,1,1,0.635,0.035,1,1,43.7139999999999,0.628,0.028,1,1,0.589722808101604,-0.0102771918983959,1,1,"PIC: abundance aggregated to species mean (log+1 transformed). Site/survey hierarchy lost.",0.0380000000000109,0.74151037653696,0.14151037653696,1,1,"phylopath: abundance = log(mean_sp + 1). No survey/site hierarchy.",0.105000000000018,"piecewiseSEM: log(Abundance+1), no phylogeny, listwise deletion.",0.0380000000000109,0,1,1,1,0,0,0.628160202782704,0.0281602027827039,1,1,-0.569504820679179,-0.0695048206791792,1,1,0.122000000000071,0
40,96.2429999999999,-0.421,0.079,1,1,-0.827,-0.0269999999999999,1,1,0.508,-0.092,1,1,65.6110000000001,0.509,-0.091,1,1,0.46599519038443,-0.13400480961557,0,1,"PIC: abundance aggregated to species mean (log+1 transformed). Site/survey hierarchy lost.",0.0529999999998836,0.787032887060477,0.187032887060477,1,1,"phylopath: abundance = log(mean_sp + 1). No survey/site hierarchy.",0.166000000000167,"piecewiseSEM: log(Abundance+1), no phylogeny, listwise deletion.",0.0519999999999072,0,1,1,1,0,0,0.50607349370411,-0.09392650629589,1,1,-0.547865402793597,-0.047865402793597,1,1,0.127999999999929,0.000999999999976353
41,95.644,-0.579,-0.079,1,1,-0.684,0.116,1,1,0.682,0.0820000000000001,1,1,67.2460000000001,0.675,0.0750000000000001,1,1,0.651900096433392,0.0519000964333924,1,1,"PIC: abundance aggregated to species mean (log+1 transformed). Site/survey hierarchy lost.",0.0359999999998308,0.856683157480768,0.256683157480768,0,1,"phylopath: abundance = log(mean_sp + 1). No survey/site hierarchy.",0.11200000000008,"piecewiseSEM: log(Abundance+1), no phylogeny, listwise deletion.",0.04099999999994,0,1,1,1,0,0,0.682387768369605,0.0823877683696049,1,1,-0.464003130397566,0.0359968696024336,1,1,0.159000000000106,0
42,96.682,-0.564,-0.064,1,1,-0.768,0.032,1,1,0.686,0.0860000000000001,1,1,65.925,0.668,0.0680000000000001,1,1,0.725758971600666,0.125758971600666,0,1,"PIC: abundance aggregated to species mean (log+1 transformed). Site/survey hierarchy lost.",0.0399999999999636,0.88497688380128,0.28497688380128,0,1,"phylopath: abundance = log(mean_sp + 1). No survey/site hierarchy.",0.134999999999991,"piecewiseSEM: log(Abundance+1), no phylogeny, listwise deletion.",0.0330000000001291,0,1,1,1,0,0,0.673587655895682,0.0735876558956817,1,1,-0.593012550459919,-0.0930125504599187,1,1,0.201999999999998,0.000999999999976353
43,95.7259999999999,-0.622,-0.122,1,1,-0.805,-0.005,1,1,0.548,-0.0519999999999999,1,1,66.287,0.55,-0.0499999999999999,1,1,0.535647006440448,-0.0643529935595522,1,1,"PIC: abundance aggregated to species mean (log+1 transformed). Site/survey hierarchy lost.",0.0429999999998927,0.868059724996531,0.268059724996531,0,1,"phylopath: abundance = log(mean_sp + 1). No survey/site hierarchy.",0.134000000000015,"piecewiseSEM: log(Abundance+1), no phylogeny, listwise deletion.",0.0380000000000109,0,1,1,1,0,0,0.55027642959907,-0.0497235704009298,1,1,-0.452404225279274,0.047595774720726,1,1,0.126999999999953,0.000999999999976353
44,94.8490000000002,-0.557,-0.057,1,1,-0.949,-0.149,1,1,0.556,-0.0439999999999999,1,1,64.3679999999999,0.519,-0.081,1,1,0.576441890128744,-0.0235581098712558,1,1,"PIC: abundance aggregated to species mean (log+1 transformed). Site/survey hierarchy lost.",0.0340000000001055,0.984406767005016,0.384406767005016,0,1,"phylopath: abundance = log(mean_sp + 1). No survey/site hierarchy.",0.099999999999909,"piecewiseSEM: log(Abundance+1), no phylogeny, listwise deletion.",0.0360000000000582,0,1,1,1,0,0,0.521315126604416,-0.078684873395584,1,1,-0.609972056848428,-0.109972056848428,1,1,0.121000000000095,0
45,2266.455,-0.392,0.108,1,0,-1.034,-0.234,1,1,0.611,0.011,1,1,70.0259999999998,0.678,0.0780000000000001,1,1,0.551887215288403,-0.0481127847115974,1,1,"PIC: abundance aggregated to species mean (log+1 transformed). Site/survey hierarchy lost.",0.0500000000001819,0.884927237465794,0.284927237465794,0,1,"phylopath: abundance = log(mean_sp + 1). No survey/site hierarchy.",0.110999999999876,"piecewiseSEM: log(Abundance+1), no phylogeny, listwise deletion.",0.0770000000002256,0,1,1,1,0,0,0.67700659574334,0.0770065957433402,1,1,-0.322700483297379,0.177299516702621,1,1,0.146999999999935,0.00100000000020373
46,106.267,-0.602,-0.102,1,1,-0.775,0.025,1,1,0.671,0.0710000000000001,1,1,62.5019999999995,0.71,0.11,1,1,0.678843246027313,0.0788432460273133,1,1,"PIC: abundance aggregated to species mean (log+1 transformed). Site/survey hierarchy lost.",0.0169999999998254,0.843002319706608,0.243002319706608,0,1,"phylopath: abundance = log(mean_sp + 1). No survey/site hierarchy.",0.0599999999994907,"piecewiseSEM: log(Abundance+1), no phylogeny, listwise deletion.",0.0180000000000291,0,1,1,1,0,0,0.713151721947614,0.113151721947614,1,1,-0.523366802814643,-0.0233668028146428,1,1,0.0769999999993161,0
47,86.3639999999996,-0.554,-0.054,1,1,-0.79,0.01,1,1,0.695,0.095,1,1,624.918,0.618,0.018,1,1,0.696533929780053,0.0965339297800526,1,1,"PIC: abundance aggregated to species mean (log+1 transformed). Site/survey hierarchy lost.",0.0199999999995271,0.887193450965883,0.287193450965883,0,1,"phylopath: abundance = log(mean_sp + 1). No survey/site hierarchy.",0.0470000000004802,"piecewiseSEM: log(Abundance+1), no phylogeny, listwise deletion.",0.0209999999997308,0,1,1,1,0,0,0.618343069569642,0.0183430695696419,1,1,-0.586773155081858,-0.0867731550818579,1,1,0.123999999999796,0
48,957.817,-0.579,-0.079,1,1,-0.94,-0.14,1,1,0.498,-0.102,1,1,941.185,0.522,-0.078,1,1,0.426403716004603,-0.173596283995397,1,1,"PIC: abundance aggregated to species mean (log+1 transformed). Site/survey hierarchy lost.",0.0169999999998254,0.707071707435275,0.107071707435275,1,1,"phylopath: abundance = log(mean_sp + 1). No survey/site hierarchy.",0.0730000000003201,"piecewiseSEM: log(Abundance+1), no phylogeny, listwise deletion.",0.0200000000004366,0,1,1,1,0,0,0.523693962203832,-0.0763060377961684,1,1,-0.575484263419851,-0.075484263419851,1,1,0.081000000000131,0
49,58.9520000000002,-0.456,0.044,1,0,-1.057,-0.257,1,1,0.645,0.045,1,1,938.532,0.719,0.119,1,1,0.647683675596798,0.0476836755967975,1,1,"PIC: abundance aggregated to species mean (log+1 transformed). Site/survey hierarchy lost.",0.0180000000000291,0.83060660056355,0.23060660056355,0,1,"phylopath: abundance = log(mean_sp + 1). No survey/site hierarchy.",0.043999999999869,"piecewiseSEM: log(Abundance+1), no phylogeny, listwise deletion.",0.0180000000000291,0,1,1,1,0,0,0.71547422956941,0.11547422956941,1,1,-0.424333166422494,0.0756668335775056,1,1,0.0820000000003347,0
50,56.503999999999,-0.179,0.321,1,0,-0.747,0.053,1,1,0.666,0.0660000000000001,1,1,940.065,0.667,0.0670000000000001,1,1,0.671365411875391,0.071365411875391,1,1,"PIC: abundance aggregated to species mean (log+1 transformed). Site/survey hierarchy lost.",0.0159999999996217,0.880447383149012,0.280447383149012,0,1,"phylopath: abundance = log(mean_sp + 1). No survey/site hierarchy.",0.0570000000006985,"piecewiseSEM: log(Abundance+1), no phylogeny, listwise deletion.",0.0169999999998254,0,1,1,1,0,0,0.661721993077449,0.061721993077449,1,1,-0.143202519247785,0.356797480752215,0,0,0.069999999999709,0
51,52.2150000000001,-0.541,-0.041,1,0,-0.744,0.056,1,1,0.679,0.0790000000000001,1,1,37.4079999999994,0.658,0.058,1,1,0.712935469195709,0.112935469195709,1,1,"PIC: abundance aggregated to species mean (log+1 transformed). Site/survey hierarchy lost.",0.0180000000000291,0.876338760177966,0.276338760177966,0,1,"phylopath: abundance = log(mean_sp + 1). No survey/site hierarchy.",0.0670000000009168,"piecewiseSEM: log(Abundance+1), no phylogeny, listwise deletion.",0.0190000000002328,0,1,1,1,0,0,0.661864295770069,0.061864295770069,1,1,-0.292948853029216,0.207051146970784,1,0,0.0769999999993161,0
52,56.9440000000013,-0.798,-0.298,1,1,-0.781,0.019,1,1,0.649,0.049,1,1,937.123,0.661,0.061,1,1,0.698418239833738,0.0984182398337378,1,1,"PIC: abundance aggregated to species mean (log+1 transformed). Site/survey hierarchy lost.",0.0169999999998254,0.861372924269271,0.261372924269271,0,1,"phylopath: abundance = log(mean_sp + 1). No survey/site hierarchy.",0.0540000000000873,"piecewiseSEM: log(Abundance+1), no phylogeny, listwise deletion.",0.0180000000000291,0,1,1,1,0,0,0.665215804236346,0.0652158042363457,1,1,-0.676905404700589,-0.176905404700589,1,1,0.0739999999987049,0
53,54.2790000000005,-0.24,0.26,1,1,-0.69,0.11,1,1,0.492,-0.108,1,1,936.512999999999,0.566,-0.034,1,1,0.470300146005471,-0.129699853994529,0,1,"PIC: abundance aggregated to species mean (log+1 transformed). Site/survey hierarchy lost.",0.0169999999998254,0.699291425679777,0.0992914256797772,1,1,"phylopath: abundance = log(mean_sp + 1). No survey/site hierarchy.",0.0560000000004948,"piecewiseSEM: log(Abundance+1), no phylogeny, listwise deletion.",0.0180000000000291,0,1,1,1,0,0,0.561334647403597,-0.038665352596403,1,1,-0.283870913760798,0.216129086239202,0,1,0.0730000000003201,0.00100000000020373
54,51.9719999999998,-0.587,-0.087,1,1,-0.953,-0.153,1,1,0.612,0.012,1,1,524.51,0.59,-0.01,1,1,0.593398161551955,-0.00660183844804452,1,1,"PIC: abundance aggregated to species mean (log+1 transformed). Site/survey hierarchy lost.",0.0159999999996217,0.913980930800539,0.313980930800539,0,1,"phylopath: abundance = log(mean_sp + 1). No survey/site hierarchy.",0.0619999999998981,"piecewiseSEM: log(Abundance+1), no phylogeny, listwise deletion.",0.0190000000002328,0,1,1,1,0,0,0.58984579206793,-0.0101542079320699,1,1,-0.541132419920615,-0.0411324199206147,1,1,0.0750000000007276,0
55,52.2860000000001,-0.592,-0.092,1,1,-0.976,-0.176,1,1,0.663,0.063,1,1,248.047,0.629,0.029,1,1,0.644848723138594,0.0448487231385941,1,1,"PIC: abundance aggregated to species mean (log+1 transformed). Site/survey hierarchy lost.",0.0160000000014406,0.783927581988933,0.183927581988933,1,1,"phylopath: abundance = log(mean_sp + 1). No survey/site hierarchy.",0.0599999999994907,"piecewiseSEM: log(Abundance+1), no phylogeny, listwise deletion.",0.0180000000000291,0,1,1,1,0,0,0.621428234398905,0.0214282343989053,1,1,-0.46634284291738,0.0336571570826198,1,1,0.0690000000013242,0
56,55.5419999999995,-0.497,0.003,1,1,-0.797,0.003,1,1,0.617,0.017,1,1,250.240000000002,0.629,0.029,1,1,0.483534704131473,-0.116465295868527,1,1,"PIC: abundance aggregated to species mean (log+1 transformed). Site/survey hierarchy lost.",0.0159999999996217,0.860329359850738,0.260329359850738,0,1,"phylopath: abundance = log(mean_sp + 1). No survey/site hierarchy.",0.0630000000001019,"piecewiseSEM: log(Abundance+1), no phylogeny, listwise deletion.",0.0180000000000291,0,1,1,1,0,0,0.628660261888574,0.0286602618885744,1,1,-0.457893725623701,0.0421062743762992,1,1,0.0779999999995198,0
57,53.7029999999995,-0.451,0.049,1,0,-0.687,0.113,1,1,0.557,-0.0429999999999999,1,1,242.243,0.494,-0.106,1,1,0.58383547740511,-0.0161645225948901,1,1,"PIC: abundance aggregated to species mean (log+1 transformed). Site/survey hierarchy lost.",0.0160000000014406,0.899780635336913,0.299780635336913,0,1,"phylopath: abundance = log(mean_sp + 1). No survey/site hierarchy.",0.054999999998472,"piecewiseSEM: log(Abundance+1), no phylogeny, listwise deletion.",0.0169999999998254,0,1,1,1,0,0,0.495249263170385,-0.104750736829615,1,1,-0.374882629069377,0.125117370930623,1,1,0.0840000000007421,0
58,52.9449999999997,-0.402,0.098,1,0,-0.716,0.0840000000000001,1,1,0.743,0.143,1,1,245.710999999999,0.741,0.141,1,1,0.688938414295319,0.0889384142953192,1,1,"PIC: abundance aggregated to species mean (log+1 transformed). Site/survey hierarchy lost.",0.0159999999996217,0.930412909451463,0.330412909451463,0,1,"phylopath: abundance = log(mean_sp + 1). No survey/site hierarchy.",0.0630000000001019,"piecewiseSEM: log(Abundance+1), no phylogeny, listwise deletion.",0.0180000000000291,0,1,1,1,0,0,0.749885440270366,0.149885440270366,0,1,-0.353158010681155,0.146841989318845,1,1,0.0689999999995052,0
59,55.9070000000011,-0.475,0.025,1,1,-0.977,-0.177,1,1,0.635,0.035,1,1,1025.039,0.616,0.016,1,1,0.620986509859605,0.0209865098596055,1,1,"PIC: abundance aggregated to species mean (log+1 transformed). Site/survey hierarchy lost.",0.0169999999998254,0.835613155085325,0.235613155085325,0,1,"phylopath: abundance = log(mean_sp + 1). No survey/site hierarchy.",0.066000000000713,"piecewiseSEM: log(Abundance+1), no phylogeny, listwise deletion.",0.0169999999998254,0,1,1,1,0,0,0.620208428088205,0.0202084280882048,1,1,-0.451044066594586,0.0489559334054138,1,1,0.0769999999993161,0
60,54.9650000000001,-0.502,-0.002,1,1,-0.927,-0.127,1,1,0.623,0.023,1,1,975.699999999999,0.642,0.042,1,1,0.61879434349204,0.01879434349204,1,1,"PIC: abundance aggregated to species mean (log+1 transformed). Site/survey hierarchy lost.",0.0169999999998254,0.905361098160686,0.305361098160686,0,1,"phylopath: abundance = log(mean_sp + 1). No survey/site hierarchy.",0.0480000000006839,"piecewiseSEM: log(Abundance+1), no phylogeny, listwise deletion.",0.0169999999998254,0,1,1,1,0,0,0.638925237864842,0.0389252378648421,1,1,-0.538639163819868,-0.038639163819868,1,1,0.0900000000001455,0
61,51.8970000000008,-0.634,-0.134,1,1,-0.736,0.0640000000000001,1,1,0.662,0.062,1,1,294.619000000001,0.645,0.045,1,1,0.683747512631451,0.0837475126314512,1,1,"PIC: abundance aggregated to species mean (log+1 transformed). Site/survey hierarchy lost.",0.0159999999996217,0.846389925728371,0.246389925728371,0,1,"phylopath: abundance = log(mean_sp + 1). No survey/site hierarchy.",0.0599999999994907,"piecewiseSEM: log(Abundance+1), no phylogeny, listwise deletion.",0.0210000000006403,0,1,1,1,0,0,0.643721978896578,0.0437219788965777,1,1,-0.552230419197066,-0.0522304191970662,1,1,0.0739999999987049,0
62,53.0049999999992,-0.125,0.375,0,0,-0.862,-0.062,1,1,0.581,-0.019,1,1,986.762000000001,0.6,0,1,1,0.605304246198925,0.005304246198925,1,1,"PIC: abundance aggregated to species mean (log+1 transformed). Site/survey hierarchy lost.",0.0159999999996217,0.825287217523484,0.225287217523484,0,1,"phylopath: abundance = log(mean_sp + 1). No survey/site hierarchy.",0.0499999999992724,"piecewiseSEM: log(Abundance+1), no phylogeny, listwise deletion.",0.0180000000000291,0,1,1,1,0,0,0.60114158838446,0.00114158838445955,1,1,-0.257970603946831,0.242029396053169,0,1,0.0799999999981083,0
63,53.2510000000002,-0.835,-0.335,1,1,-0.899,-0.099,1,1,0.668,0.0680000000000001,1,1,994.507000000001,0.663,0.063,1,1,0.69395250472559,0.0939525047255906,1,1,"PIC: abundance aggregated to species mean (log+1 transformed). Site/survey hierarchy lost.",0.0169999999998254,0.935895940597656,0.335895940597656,0,1,"phylopath: abundance = log(mean_sp + 1). No survey/site hierarchy.",0.0540000000000873,"piecewiseSEM: log(Abundance+1), no phylogeny, listwise deletion.",0.0180000000000291,0,1,1,1,0,0,0.660163857090694,0.0601638570906943,1,1,-0.663200964716622,-0.163200964716622,1,1,0.0869999999995343,0
64,53.0370000000003,-0.456,0.044,1,0,-0.726,0.0740000000000001,1,1,0.612,0.012,1,1,1045.46,0.632,0.032,1,1,0.593069955527324,-0.00693004447267631,1,1,"PIC: abundance aggregated to species mean (log+1 transformed). Site/survey hierarchy lost.",0.0230000000010477,0.891411983950597,0.291411983950597,0,1,"phylopath: abundance = log(mean_sp + 1). No survey/site hierarchy.",0.058999999997468,"piecewiseSEM: log(Abundance+1), no phylogeny, listwise deletion.",0.0180000000000291,0,1,1,1,0,0,0.623473990116557,0.0234739901165567,1,1,-0.573348035632348,-0.0733480356323477,1,1,0.0750000000007276,0
65,54.8599999999969,-0.664,-0.164,1,1,-0.784,0.016,1,1,0.621,0.021,1,1,40.0070000000014,0.666,0.0660000000000001,1,1,0.584847632025167,-0.0151523679748334,1,1,"PIC: abundance aggregated to species mean (log+1 transformed). Site/survey hierarchy lost.",0.0169999999998254,0.904890464181955,0.304890464181955,0,1,"phylopath: abundance = log(mean_sp + 1). No survey/site hierarchy.",0.0689999999995052,"piecewiseSEM: log(Abundance+1), no phylogeny, listwise deletion.",0.0180000000000291,0,1,1,1,0,0,0.660283271322387,0.060283271322387,1,1,-0.59388508872721,-0.0938850887272101,1,1,0.08100000000195,0
66,57.0329999999994,-0.536,-0.036,1,1,-0.719,0.0810000000000001,1,1,0.483,-0.117,1,1,329.431,0.536,-0.064,1,1,0.443902109426217,-0.156097890573783,1,1,"PIC: abundance aggregated to species mean (log+1 transformed). Site/survey hierarchy lost.",0.0159999999996217,0.805809603643907,0.205809603643907,1,1,"phylopath: abundance = log(mean_sp + 1). No survey/site hierarchy.",0.0679999999993015,"piecewiseSEM: log(Abundance+1), no phylogeny, listwise deletion.",0.0180000000000291,0,1,1,1,0,0,0.536685429745858,-0.0633145702541422,1,1,-0.735596169003458,-0.235596169003458,0,1,0.0720000000001164,0
